Kod,Powiat,Płeć,Rok,Ludność,Bezrobotni,Ludność_wiek_prod,Wynagrodzenie_przeciętne
214000,Powiat oleśnicki,kobiety,2018,54790,1205,30514,NA
214000,Powiat oleśnicki,kobiety,2019,54846,1146,30295,NA
214000,Powiat oleśnicki,kobiety,2020,54521,1475,29596,NA
214000,Powiat oleśnicki,kobiety,2021,54412,1239,29372,NA
214000,Powiat oleśnicki,kobiety,2022,54505,1204,29352,NA
214000,Powiat oleśnicki,kobiety,2023,54498,1117,29203,NA
214000,Powiat oleśnicki,kobiety,2024,54632,1127,29221,NA
215000,Powiat oławski,ogółem,2015,76064,2768,47646,3738.78
215000,Powiat oławski,ogółem,2016,76329,2543,47190,3881.26
215000,Powiat oławski,ogółem,2017,76505,2105,46781,4150.54
215000,Powiat oławski,ogółem,2018,76595,2030,46388,4415.62
215000,Powiat oławski,ogółem,2019,76752,1622,45912,4804.75
215000,Powiat oławski,ogółem,2020,77405,1844,45778,4987.74
215000,Powiat oławski,ogółem,2021,77341,1400,45332,5467.98
215000,Powiat oławski,ogółem,2022,77300,1531,45001,6030.47
215000,Powiat oławski,ogółem,2023,77428,1443,44834,6871.32
215000,Powiat oławski,ogółem,2024,77387,1583,44720,7843.3
215000,Powiat oławski,mężczyźni,2015,37090,1483,25359,NA
215000,Powiat oławski,mężczyźni,2016,37210,1314,25162,NA
215000,Powiat oławski,mężczyźni,2017,37291,1088,24976,NA
215000,Powiat oławski,mężczyźni,2018,37310,1011,24718,NA
215000,Powiat oławski,mężczyźni,2019,37362,815,24480,NA
215000,Powiat oławski,mężczyźni,2020,37707,904,24376,NA
215000,Powiat oławski,mężczyźni,2021,37642,668,24086,NA
215000,Powiat oławski,mężczyźni,2022,37599,762,23836,NA
215000,Powiat oławski,mężczyźni,2023,37644,717,23675,NA
215000,Powiat oławski,mężczyźni,2024,37611,817,23610,NA
215000,Powiat oławski,kobiety,2015,38974,1285,22287,NA
215000,Powiat oławski,kobiety,2016,39119,1229,22028,NA
215000,Powiat oławski,kobiety,2017,39214,1017,21805,NA
215000,Powiat oławski,kobiety,2018,39285,1019,21670,NA
215000,Powiat oławski,kobiety,2019,39390,807,21432,NA
215000,Powiat oławski,kobiety,2020,39698,940,21402,NA
215000,Powiat oławski,kobiety,2021,39699,732,21246,NA
215000,Powiat oławski,kobiety,2022,39701,769,21165,NA
215000,Powiat oławski,kobiety,2023,39784,726,21159,NA
215000,Powiat oławski,kobiety,2024,39776,766,21110,NA
216000,Powiat polkowicki,ogółem,2015,63057,2450,40425,4430.87
216000,Powiat polkowicki,ogółem,2016,63081,2266,40212,4478.18
216000,Powiat polkowicki,ogółem,2017,63017,1795,39827,4794.62
216000,Powiat polkowicki,ogółem,2018,62982,1689,39404,4941.87
216000,Powiat polkowicki,ogółem,2019,63065,1651,39098,5338.08
216000,Powiat polkowicki,ogółem,2020,61610,1819,37286,5606.23
216000,Powiat polkowicki,ogółem,2021,61309,1708,36873,6120.8
216000,Powiat polkowicki,ogółem,2022,61308,1558,36625,6861.21
216000,Powiat polkowicki,ogółem,2023,61189,1490,36302,7764.33
216000,Powiat polkowicki,ogółem,2024,60913,1476,36035,8227.63
216000,Powiat polkowicki,mężczyźni,2015,31186,1015,21576,NA
216000,Powiat polkowicki,mężczyźni,2016,31202,912,21482,NA
216000,Powiat polkowicki,mężczyźni,2017,31168,704,21301,NA
216000,Powiat polkowicki,mężczyźni,2018,31139,630,21118,NA
216000,Powiat polkowicki,mężczyźni,2019,31180,632,20983,NA
216000,Powiat polkowicki,mężczyźni,2020,30372,720,20004,NA
216000,Powiat polkowicki,mężczyźni,2021,30249,698,19736,NA
216000,Powiat polkowicki,mężczyźni,2022,30183,627,19531,NA
216000,Powiat polkowicki,mężczyźni,2023,30091,586,19339,NA
216000,Powiat polkowicki,mężczyźni,2024,29958,595,19184,NA
216000,Powiat polkowicki,kobiety,2015,31871,1435,18849,NA
216000,Powiat polkowicki,kobiety,2016,31879,1354,18730,NA
216000,Powiat polkowicki,kobiety,2017,31849,1091,18526,NA
216000,Powiat polkowicki,kobiety,2018,31843,1059,18286,NA
216000,Powiat polkowicki,kobiety,2019,31885,1019,18115,NA
216000,Powiat polkowicki,kobiety,2020,31238,1099,17282,NA
216000,Powiat polkowicki,kobiety,2021,31060,1010,17137,NA
216000,Powiat polkowicki,kobiety,2022,31125,931,17094,NA
216000,Powiat polkowicki,kobiety,2023,31098,904,16963,NA
216000,Powiat polkowicki,kobiety,2024,30955,881,16851,NA
217000,Powiat strzeliński,ogółem,2015,44165,1938,28024,3595.32
217000,Powiat strzeliński,ogółem,2016,44052,1795,27652,3725.39
217000,Powiat strzeliński,ogółem,2017,44006,1609,27362,4082.13
217000,Powiat strzeliński,ogółem,2018,43773,1538,26948,4398.08
217000,Powiat strzeliński,ogółem,2019,43570,1408,26498,4774
217000,Powiat strzeliński,ogółem,2020,42522,1622,25239,5161.72
217000,Powiat strzeliński,ogółem,2021,42239,1515,24902,5671.21
217000,Powiat strzeliński,ogółem,2022,41990,1395,24534,6320.71
217000,Powiat strzeliński,ogółem,2023,41782,1370,24291,7147.32
217000,Powiat strzeliński,ogółem,2024,41473,1382,24026,8186.35
217000,Powiat strzeliński,mężczyźni,2015,21859,974,15292,NA
217000,Powiat strzeliński,mężczyźni,2016,21811,855,15091,NA
217000,Powiat strzeliński,mężczyźni,2017,21813,704,14923,NA
217000,Powiat strzeliński,mężczyźni,2018,21681,685,14706,NA
217000,Powiat strzeliński,mężczyźni,2019,21568,631,14458,NA
217000,Powiat strzeliński,mężczyźni,2020,20976,779,13769,NA
217000,Powiat strzeliński,mężczyźni,2021,20827,691,13549,NA
217000,Powiat strzeliński,mężczyźni,2022,20718,678,13336,NA
217000,Powiat strzeliński,mężczyźni,2023,20616,689,13157,NA
217000,Powiat strzeliński,mężczyźni,2024,20408,699,12922,NA
217000,Powiat strzeliński,kobiety,2015,22306,964,12732,NA
217000,Powiat strzeliński,kobiety,2016,22241,940,12561,NA
217000,Powiat strzeliński,kobiety,2017,22193,905,12439,NA
217000,Powiat strzeliński,kobiety,2018,22092,853,12242,NA
217000,Powiat strzeliński,kobiety,2019,22002,777,12040,NA
217000,Powiat strzeliński,kobiety,2020,21546,843,11470,NA
217000,Powiat strzeliński,kobiety,2021,21412,824,11353,NA
217000,Powiat strzeliński,kobiety,2022,21272,717,11198,NA
217000,Powiat strzeliński,kobiety,2023,21166,681,11134,NA
217000,Powiat strzeliński,kobiety,2024,21065,683,11104,NA
218000,Powiat średzki,ogółem,2015,52837,1552,34236,3826.72
218000,Powiat średzki,ogółem,2016,53181,1422,34201,4029
218000,Powiat średzki,ogółem,2017,53722,1223,34172,4389.17
218000,Powiat średzki,ogółem,2018,54269,1171,34173,4805.68
218000,Powiat średzki,ogółem,2019,55079,1068,34286,5069.72
218000,Powiat średzki,ogółem,2020,57409,1336,34921,5260.9
218000,Powiat średzki,ogółem,2021,57978,1225,35005,5761.88
218000,Powiat średzki,ogółem,2022,58508,1048,35040,6315.5
218000,Powiat średzki,ogółem,2023,59078,1025,35245,7322.95
218000,Powiat średzki,ogółem,2024,59713,1151,35650,8172.23
218000,Powiat średzki,mężczyźni,2015,26100,810,18440,NA
218000,Powiat średzki,mężczyźni,2016,26295,722,18431,NA
218000,Powiat średzki,mężczyźni,2017,26570,598,18431,NA
218000,Powiat średzki,mężczyźni,2018,26838,558,18431,NA
218000,Powiat średzki,mężczyźni,2019,27251,503,18450,NA
218000,Powiat średzki,mężczyźni,2020,28360,664,18736,NA
218000,Powiat średzki,mężczyźni,2021,28667,635,18780,NA
218000,Powiat średzki,mężczyźni,2022,28946,547,18760,NA
218000,Powiat średzki,mężczyźni,2023,29234,543,18833,NA
218000,Powiat średzki,mężczyźni,2024,29535,602,19025,NA
218000,Powiat średzki,kobiety,2015,26737,742,15796,NA
218000,Powiat średzki,kobiety,2016,26886,700,15770,NA
218000,Powiat średzki,kobiety,2017,27152,625,15741,NA
218000,Powiat średzki,kobiety,2018,27431,613,15742,NA
218000,Powiat średzki,kobiety,2019,27828,565,15836,NA
218000,Powiat średzki,kobiety,2020,29049,672,16185,NA
218000,Powiat średzki,kobiety,2021,29311,590,16225,NA
218000,Powiat średzki,kobiety,2022,29562,501,16280,NA
218000,Powiat średzki,kobiety,2023,29844,482,16412,NA
218000,Powiat średzki,kobiety,2024,30178,549,16625,NA
219000,Powiat świdnicki,ogółem,2015,159633,5740,100381,3736.97
219000,Powiat świdnicki,ogółem,2016,158939,4998,98786,3887.57
219000,Powiat świdnicki,ogółem,2017,158392,3969,97083,4141.32
219000,Powiat świdnicki,ogółem,2018,157615,3627,95522,4427.25
219000,Powiat świdnicki,ogółem,2019,156921,3284,93888,4741.36
219000,Powiat świdnicki,ogółem,2020,153694,4048,90397,5053.92
219000,Powiat świdnicki,ogółem,2021,152443,3256,88841,5469.98
219000,Powiat świdnicki,ogółem,2022,151248,3174,87549,6059.31
219000,Powiat świdnicki,ogółem,2023,150410,3338,86546,6764.59
219000,Powiat świdnicki,ogółem,2024,149312,3525,85618,7707.85
219000,Powiat świdnicki,mężczyźni,2015,77047,2903,53776,NA
219000,Powiat świdnicki,mężczyźni,2016,76671,2420,52991,NA
219000,Powiat świdnicki,mężczyźni,2017,76424,1818,52141,NA
219000,Powiat świdnicki,mężczyźni,2018,76072,1596,51387,NA
219000,Powiat świdnicki,mężczyźni,2019,75727,1547,50534,NA
219000,Powiat świdnicki,mężczyźni,2020,73979,1969,48520,NA
219000,Powiat świdnicki,mężczyźni,2021,73402,1587,47649,NA
219000,Powiat świdnicki,mężczyźni,2022,72778,1518,46909,NA
219000,Powiat świdnicki,mężczyźni,2023,72379,1683,46278,NA
219000,Powiat świdnicki,mężczyźni,2024,71855,1738,45672,NA
219000,Powiat świdnicki,kobiety,2015,82586,2837,46605,NA
219000,Powiat świdnicki,kobiety,2016,82268,2578,45795,NA
219000,Powiat świdnicki,kobiety,2017,81968,2151,44942,NA
219000,Powiat świdnicki,kobiety,2018,81543,2031,44135,NA
219000,Powiat świdnicki,kobiety,2019,81194,1737,43354,NA
219000,Powiat świdnicki,kobiety,2020,79715,2079,41877,NA
219000,Powiat świdnicki,kobiety,2021,79041,1669,41192,NA
219000,Powiat świdnicki,kobiety,2022,78470,1656,40640,NA
219000,Powiat świdnicki,kobiety,2023,78031,1655,40268,NA
219000,Powiat świdnicki,kobiety,2024,77457,1787,39946,NA
220000,Powiat trzebnicki,ogółem,2015,83699,2523,53389,3323.99
220000,Powiat trzebnicki,ogółem,2016,84063,2271,53020,3437.11
220000,Powiat trzebnicki,ogółem,2017,84495,1899,52702,3664.48
220000,Powiat trzebnicki,ogółem,2018,84886,1734,52304,3955.41
220000,Powiat trzebnicki,ogółem,2019,85253,1526,51994,4237.62
220000,Powiat trzebnicki,ogółem,2020,86869,1664,51952,4611.02
220000,Powiat trzebnicki,ogółem,2021,86980,1406,51594,5235.04
220000,Powiat trzebnicki,ogółem,2022,87287,1401,51539,5852.88
220000,Powiat trzebnicki,ogółem,2023,87635,1442,51448,6743.32
220000,Powiat trzebnicki,ogółem,2024,87765,1496,51458,7792.52
220000,Powiat trzebnicki,mężczyźni,2015,41074,1165,28563,NA
220000,Powiat trzebnicki,mężczyźni,2016,41231,956,28384,NA
220000,Powiat trzebnicki,mężczyźni,2017,41480,755,28251,NA
220000,Powiat trzebnicki,mężczyźni,2018,41746,653,28067,NA
220000,Powiat trzebnicki,mężczyźni,2019,41896,563,27894,NA
220000,Powiat trzebnicki,mężczyźni,2020,42735,697,27822,NA
220000,Powiat trzebnicki,mężczyźni,2021,42795,622,27546,NA
220000,Powiat trzebnicki,mężczyźni,2022,42917,630,27449,NA
220000,Powiat trzebnicki,mężczyźni,2023,43002,658,27285,NA
220000,Powiat trzebnicki,mężczyźni,2024,43006,674,27199,NA
220000,Powiat trzebnicki,kobiety,2015,42625,1358,24826,NA
220000,Powiat trzebnicki,kobiety,2016,42832,1315,24636,NA
220000,Powiat trzebnicki,kobiety,2017,43015,1144,24451,NA
220000,Powiat trzebnicki,kobiety,2018,43140,1081,24237,NA
220000,Powiat trzebnicki,kobiety,2019,43357,963,24100,NA
220000,Powiat trzebnicki,kobiety,2020,44134,967,24130,NA
220000,Powiat trzebnicki,kobiety,2021,44185,784,24048,NA
220000,Powiat trzebnicki,kobiety,2022,44370,771,24090,NA
220000,Powiat trzebnicki,kobiety,2023,44633,784,24163,NA
220000,Powiat trzebnicki,kobiety,2024,44759,822,24259,NA
221000,Powiat wałbrzyski,ogółem,2015,57023,2995,35967,3293.54
221000,Powiat wałbrzyski,ogółem,2016,56788,2531,35479,3528
221000,Powiat wałbrzyski,ogółem,2017,56446,1769,34918,3638.59
221000,Powiat wałbrzyski,ogółem,2018,56004,1717,34260,3825.44
221000,Powiat wałbrzyski,ogółem,2019,55611,1547,33674,4065.01
221000,Powiat wałbrzyski,ogółem,2020,54085,1842,32037,4385.23
221000,Powiat wałbrzyski,ogółem,2021,53534,1603,31482,4759.75
221000,Powiat wałbrzyski,ogółem,2022,53115,1431,31036,5431.27
221000,Powiat wałbrzyski,ogółem,2023,52656,1405,30632,6099.58
221000,Powiat wałbrzyski,ogółem,2024,52275,1402,30308,7163.26
221000,Powiat wałbrzyski,mężczyźni,2015,27495,1451,19345,NA
221000,Powiat wałbrzyski,mężczyźni,2016,27396,1155,19120,NA
221000,Powiat wałbrzyski,mężczyźni,2017,27226,780,18885,NA
221000,Powiat wałbrzyski,mężczyźni,2018,27020,780,18559,NA
221000,Powiat wałbrzyski,mężczyźni,2019,26768,682,18244,NA
221000,Powiat wałbrzyski,mężczyźni,2020,25990,813,17270,NA
221000,Powiat wałbrzyski,mężczyźni,2021,25689,731,16954,NA
221000,Powiat wałbrzyski,mężczyźni,2022,25492,646,16643,NA
221000,Powiat wałbrzyski,mężczyźni,2023,25290,646,16396,NA
221000,Powiat wałbrzyski,mężczyźni,2024,25132,660,16170,NA
221000,Powiat wałbrzyski,kobiety,2015,29528,1544,16622,NA
221000,Powiat wałbrzyski,kobiety,2016,29392,1376,16359,NA
221000,Powiat wałbrzyski,kobiety,2017,29220,989,16033,NA
221000,Powiat wałbrzyski,kobiety,2018,28984,937,15701,NA
221000,Powiat wałbrzyski,kobiety,2019,28843,865,15430,NA
221000,Powiat wałbrzyski,kobiety,2020,28095,1029,14767,NA
221000,Powiat wałbrzyski,kobiety,2021,27845,872,14528,NA
221000,Powiat wałbrzyski,kobiety,2022,27623,785,14393,NA
221000,Powiat wałbrzyski,kobiety,2023,27366,759,14236,NA
221000,Powiat wałbrzyski,kobiety,2024,27143,742,14138,NA
222000,Powiat wołowski,ogółem,2015,47194,2416,30193,4001.8
222000,Powiat wołowski,ogółem,2016,47137,2429,29764,4202.1
222000,Powiat wołowski,ogółem,2017,47124,2075,29380,4651.04
222000,Powiat wołowski,ogółem,2018,47056,1902,28955,5086.07
222000,Powiat wołowski,ogółem,2019,46818,1795,28526,5473.27
222000,Powiat wołowski,ogółem,2020,46352,1995,27596,5907.36
222000,Powiat wołowski,ogółem,2021,46044,1897,27214,6793.03
222000,Powiat wołowski,ogółem,2022,45728,1804,26875,7909.26
222000,Powiat wołowski,ogółem,2023,45458,1771,26535,7922.52
222000,Powiat wołowski,ogółem,2024,45112,1634,26227,9460.94
222000,Powiat wołowski,mężczyźni,2015,23082,1149,16309,NA
222000,Powiat wołowski,mężczyźni,2016,23069,1110,16099,NA
222000,Powiat wołowski,mężczyźni,2017,23043,941,15884,NA
222000,Powiat wołowski,mężczyźni,2018,23025,822,15663,NA
222000,Powiat wołowski,mężczyźni,2019,22921,782,15442,NA
222000,Powiat wołowski,mężczyźni,2020,22642,917,14973,NA
222000,Powiat wołowski,mężczyźni,2021,22455,880,14715,NA
222000,Powiat wołowski,mężczyźni,2022,22308,865,14508,NA
222000,Powiat wołowski,mężczyźni,2023,22189,853,14290,NA
222000,Powiat wołowski,mężczyźni,2024,22058,782,14126,NA
222000,Powiat wołowski,kobiety,2015,24112,1267,13884,NA
222000,Powiat wołowski,kobiety,2016,24068,1319,13665,NA
222000,Powiat wołowski,kobiety,2017,24081,1134,13496,NA
222000,Powiat wołowski,kobiety,2018,24031,1080,13292,NA
222000,Powiat wołowski,kobiety,2019,23897,1013,13084,NA
222000,Powiat wołowski,kobiety,2020,23710,1078,12623,NA
222000,Powiat wołowski,kobiety,2021,23589,1017,12499,NA
222000,Powiat wołowski,kobiety,2022,23420,939,12367,NA
222000,Powiat wołowski,kobiety,2023,23269,918,12245,NA
222000,Powiat wołowski,kobiety,2024,23054,852,12101,NA
223000,Powiat wrocławski,ogółem,2015,134145,2167,86098,3706.59
223000,Powiat wrocławski,ogółem,2016,137419,1857,87405,3964.54
223000,Powiat wrocławski,ogółem,2017,141337,1415,88890,4324.13
223000,Powiat wrocławski,ogółem,2018,146060,1334,90740,4880
223000,Powiat wrocławski,ogółem,2019,151385,1195,93174,5324.29
223000,Powiat wrocławski,ogółem,2020,174276,1747,106107,5868.29
223000,Powiat wrocławski,ogółem,2021,178857,1552,108008,6489.25
223000,Powiat wrocławski,ogółem,2022,182778,1299,109855,7161.33
223000,Powiat wrocławski,ogółem,2023,187153,1237,112168,8214.48
223000,Powiat wrocławski,ogółem,2024,191110,1353,114753,9028.15
223000,Powiat wrocławski,mężczyźni,2015,65714,943,45149,NA
223000,Powiat wrocławski,mężczyźni,2016,67298,783,45770,NA
223000,Powiat wrocławski,mężczyźni,2017,69195,587,46551,NA
223000,Powiat wrocławski,mężczyźni,2018,71502,569,47440,NA
223000,Powiat wrocławski,mężczyźni,2019,74111,510,48596,NA
223000,Powiat wrocławski,mężczyźni,2020,85593,769,55231,NA
223000,Powiat wrocławski,mężczyźni,2021,87838,664,56092,NA
223000,Powiat wrocławski,mężczyźni,2022,89724,556,56827,NA
223000,Powiat wrocławski,mężczyźni,2023,91839,538,57831,NA
223000,Powiat wrocławski,mężczyźni,2024,93741,634,59011,NA
223000,Powiat wrocławski,kobiety,2015,68431,1224,40949,NA
223000,Powiat wrocławski,kobiety,2016,70121,1074,41635,NA
223000,Powiat wrocławski,kobiety,2017,72142,828,42339,NA
223000,Powiat wrocławski,kobiety,2018,74558,765,43300,NA
223000,Powiat wrocławski,kobiety,2019,77274,685,44578,NA
223000,Powiat wrocławski,kobiety,2020,88683,978,50876,NA
223000,Powiat wrocławski,kobiety,2021,91019,888,51916,NA
223000,Powiat wrocławski,kobiety,2022,93054,743,53028,NA
223000,Powiat wrocławski,kobiety,2023,95314,699,54337,NA
223000,Powiat wrocławski,kobiety,2024,97369,719,55742,NA
224000,Powiat ząbkowicki,ogółem,2015,66971,3363,42255,3388.52
224000,Powiat ząbkowicki,ogółem,2016,66527,3159,41648,3434.23
224000,Powiat ząbkowicki,ogółem,2017,66009,2600,40885,3583.79
224000,Powiat ząbkowicki,ogółem,2018,65428,2416,40036,3856.48
224000,Powiat ząbkowicki,ogółem,2019,64802,2035,39339,4178.5
224000,Powiat ząbkowicki,ogółem,2020,62561,2202,36998,4556.76
224000,Powiat ząbkowicki,ogółem,2021,61846,1806,36295,4975.61
224000,Powiat ząbkowicki,ogółem,2022,61087,1866,35612,5615.48
224000,Powiat ząbkowicki,ogółem,2023,60562,1948,34968,6223.41
224000,Powiat ząbkowicki,ogółem,2024,59803,1995,34397,7386
224000,Powiat ząbkowicki,mężczyźni,2015,32549,1698,22731,NA
224000,Powiat ząbkowicki,mężczyźni,2016,32327,1577,22440,NA
224000,Powiat ząbkowicki,mężczyźni,2017,32072,1285,22014,NA
224000,Powiat ząbkowicki,mężczyźni,2018,31839,1112,21607,NA
224000,Powiat ząbkowicki,mężczyźni,2019,31544,958,21260,NA
224000,Powiat ząbkowicki,mężczyźni,2020,30337,1100,20008,NA
224000,Powiat ząbkowicki,mężczyźni,2021,30014,887,19638,NA
224000,Powiat ząbkowicki,mężczyźni,2022,29666,929,19215,NA
224000,Powiat ząbkowicki,mężczyźni,2023,29381,974,18854,NA
224000,Powiat ząbkowicki,mężczyźni,2024,28970,1017,18465,NA
224000,Powiat ząbkowicki,kobiety,2015,34422,1665,19524,NA
224000,Powiat ząbkowicki,kobiety,2016,34200,1582,19208,NA
224000,Powiat ząbkowicki,kobiety,2017,33937,1315,18871,NA
224000,Powiat ząbkowicki,kobiety,2018,33589,1304,18429,NA
224000,Powiat ząbkowicki,kobiety,2019,33258,1077,18079,NA
224000,Powiat ząbkowicki,kobiety,2020,32224,1102,16990,NA
224000,Powiat ząbkowicki,kobiety,2021,31832,919,16657,NA
224000,Powiat ząbkowicki,kobiety,2022,31421,937,16397,NA
224000,Powiat ząbkowicki,kobiety,2023,31181,974,16114,NA
224000,Powiat ząbkowicki,kobiety,2024,30833,978,15932,NA
225000,Powiat zgorzelecki,ogółem,2015,91824,2645,58352,3630.73
225000,Powiat zgorzelecki,ogółem,2016,91258,2239,57370,3680.53
225000,Powiat zgorzelecki,ogółem,2017,90584,1539,56304,3866.56
225000,Powiat zgorzelecki,ogółem,2018,90003,1437,55336,4225.18
225000,Powiat zgorzelecki,ogółem,2019,89188,1369,54409,4521.09
225000,Powiat zgorzelecki,ogółem,2020,87594,1625,52553,4881.55
225000,Powiat zgorzelecki,ogółem,2021,86640,1440,51656,5346.28
225000,Powiat zgorzelecki,ogółem,2022,85898,1311,50830,5980.91
225000,Powiat zgorzelecki,ogółem,2023,85139,1276,50087,6812.01
225000,Powiat zgorzelecki,ogółem,2024,84337,1378,49375,7834.59
225000,Powiat zgorzelecki,mężczyźni,2015,44763,1160,31430,NA
225000,Powiat zgorzelecki,mężczyźni,2016,44427,977,30977,NA
225000,Powiat zgorzelecki,mężczyźni,2017,44114,717,30517,NA
